Boundary ID,System Name,Boundary Type,System Type,Population Served,Connections,Census Population Allocated,Arsenic (ppb),Hexavalent Chromium (ppb),Cadmium (ppb),DBCP (ppb),Lead (ppb),Nitrate (ppm),Perchlorate (ppb),PCE (ppb) ,TCE (ppb),TCP (ppb),TTHMs (ppb),"Combination Radium 226, 228 (PCI/L)",Uraniuim (PCI/L)
1900303,Llano Mutual Water Company,System,C,449,78,134,0,,0,0,0,2.402,0,0,0,,0,,
1900520,The Village Mobile Home Park,System,C,70,34,10,47.478,,0,,0,1.414,0,0,0,0,2,,0.707
1900523,White Fence Farms Mwc No.3,System,C,636,227,1910,0.226,0.6,0,0,0,15.788,0,0,0,0,34.714,,2.188
1900529,Camp Williams-Resort Water,System,C,80,67,1,1.6,,0,0,0,1.414,0,0,0,,0,,0.707
1900537,Oak Grove Family Park,System,C,65,40,3,,,,,,36.593,,,,,,,
1900541,Western Skies Mobile Home Park,System,C,198,61,123,0,,0,,0,3.198,0,,,,,,
1900542,"Los Angeles, City Of - Power Plant #2",System,C,32,12,2,0.987,,0,0,,1.414,0,0,0,,19.57,,4.49
1900563,"Sundale Mutual Water Company A, B",System,C,1100,320,593,4.804,,0,0,0,14.794,0,0,0,,0,,4.02
1900599,Valhalla Water Association,System,C,25,8,3,0,,0,,0,4.402,0,,,,,,
1900616,The River Community,System,C,63,9,0,0,,0,,0,2.099,,,,,,,
1900636,El Rancho Mobile Home Park,System,C,215,76,278,31,,0,,0,1.414,0,,,,,,
1900649,Golden Sands Mobile Home Park,System,C,450,152,312,0,,0,,0,5.625,0,0,0,,80,,
1900658,Acton Rehab Center,System,C,500,1,15,,,,,,14,,,,,,,
1900664,Sky Terrace Mobile Home Park,System,C,130,61,5,0.853,2.291,0,0,0,14.27,0,0.666,3.916,<0.0001,17.027,0,2.859
1900693,Desert Palms Mobile Home Park,System,C,165,1,211,0,,0,,0,7.5,0,0,0,0,0,,0.707
1900702,Follows Camp,System,C,250,50,1,,,,,,,,,,,,,
1900717,Casa Dulce Estates,System,C,28,16,1,,,,,,2.349,0,,,,,,
1900721,Terra Nova Mobile Home Park,System,C,140,75,168,0,,0,,0,4.65,0,,,,,,
1900741,Young-Nak Presbyterian Church,System,C,115,29,1,0,,0,,0,1.414,0,,,,,,22
1900767,Golden Valley Municipal Water District,System,C,1140,17,62,,,,,,27.629,,,,,,,
1900785,Mitchell'S Avenue E Mobile Home Park,System,C,28,24,16,20.672,,0,,0,1.414,,0,0,,0,,4.75
1900794,Antelope Park Mutual Water Company,System,C,445,152,209,0.367,,0.648,,1.35,1.529,0,,,,,,
1900801,Colorado Mutual Water Company,System,C,30,13,17,0,,0,0,0,5.8,0,0,0,,0,,3.3
1900803,El Dorado Mutual Water Co.,System,C,648,232,624,0.226,1.2,0,0,0,4.373,0,0,0,0,3.842,,4.16
1900804,Evergreen Mutual Water Company,System,C,99,46,119,0,7.96,0,,0,8.069,0,0,0,0,0.26,,0.707
1900806,Blue Skies Mobile Home Park,System,C,200,99,96,,,,,,,,,,,,,
1900808,Lancaster Water Company,System,C,80,24,56,0,,0,0,0,9.2,0,0,0,0,0,,
1900809,Landale Mutual Water Company,System,C,752,166,290,2.351,6.375,0,0,0,2.157,0,0,0,0,5.27,0,1.03
1900817,Clear Skies Mobile Home Park,System,C,131,47,63,0,,0,,,5.347,0,,,,,,
1900843,Californian Mobile Home Park,System,C,372,133,121,0,,0,,0,6.912,0,,,,,,0.707
1900849,Llano Del Rio Water Company,System,C,1241,179,281,0,,0,0,0,2.402,0,0,0,,0,,
1900868,Rivers End Trailer Park,System,C,25,45,4,,,,,,,,,,,,,
1900901,Fire Suppression Camp 19,System,C,396,12,0,3.613,0,0,0,0,1.414,0,0,0,0,0,,1.77
1900903,Sleepy Valley Water Company,System,C,100,62,133,0,,0,,0,23.408,0,0,0,,2.967,,2.577
1900907,Sherwood Mobile Home Park,System,C,740,185,218,0.55,,0,,0,6.967,0,,,,,,0.707
1900913,Lily Of The Valley Mobile Village,System,C,495,182,416,0,,0,,0,12.654,0,0,0,,0,,3.74
1900936,Aqua J. Mutual Water Company,System,C,165,51,120,0,,0,0,0,2.95,0,0,0,,0,,
1900941,Joshua View Mobile Home Park,System,C,180,72,176,0,,0,,0,5.433,0,,,,,,
1900942,Alpine Springs Mobile Home Park,System,C,175,52,170,2.8,,0,,0,24.425,0,0,0,,0.728,,4.4
1900946,Palmdale Mobile Home Park,System,C,104,45,68,0,,0,,0,22.914,0,,,,,,2.263
1900961,Winterhaven Mobile Estates,System,C,45,20,22,50.53,,0,,0,14.141,0,,,,,,
1900975,White Rock Lake Rv Park,System,C,38,47,14,0,,0,,0,1.414,0,,,,,,
1900976,The Oaks,System,C,67,25,26,0,,0,,0,16.551,0,0,0,,0,,5.95
1907014,North Trails Mutual Water Company,System,C,100,49,105,2.53,,0,,0,22.574,,,,,,,5.143
1907025,Camp David Gonzales,System,C,241,1,1,,,,,,,,,,,,,
1907028,Spv Water Company,System,C,211,71,84,0,,,,0,32.325,,0,0,0,0.088,,2.718
1909006,West Valley County Water District,System,C,736,223,422,6,,0,0,0,12.427,0,0,0,0,0,,12.919
1910001,City Of Alhambra,System,C,84679,18274,83338,0.178,3.452,0,0,0,12.724,0.17,0.069,0.246,0.0007,51.602,0.583,2.351
1910002,Amarillo Mutual Water Company,System,C,3134,627,3222,0.689,4.129,0,0,0,21.114,2.676,1.543,0.437,0,0.613,0.187,6.03
1910003,City Of Arcadia,System,C,57639,12929,53377,0.45,4.161,0,0,0,11.934,0,0.511,0.664,0.0123,8.704,0.464,3.445
1910004,Gswc - Artesia,System,C,47978,10012,48294,6.423,0,0,0,0,2.614,0,0.067,0.026,0,9.913,0,0.707
1910005,Los Angeles Co Ww Dist 40 Reg 38 Lake La,System,C,13600,3493,11676,0.552,5.862,0,0,0,4.069,0,0,0,0,8.04,,1.389
1910007,Azusa Light And Water,System,C,110000,20535,101555,0,0.183,0,0,0,7.029,0,1,3.7,0,31.165,0,3.3
1910009,Valley County Water Dist.,System,C,70271,10965,55060,0.817,1.168,0,0,0,18.749,3.337,1.928,0.819,0.2398,1.529,0.487,2.824
1910010,California Water Service Co.-Lancaster,System,C,1813,647,1835,2.758,6.868,0,0,0,8.242,0,0,0,0,0,,0.897
1910011,"Gswc - Bell, Bell Gardens",System,C,57934,6578,56321,0.463,0.132,0,0,0,6.772,0,0.372,0.314,0,7.878,0,1.245
1910012,Bellflower Home Gardens Wc,System,C,1129,335,3674,1.934,0,0,0,0,2.826,0,0,0,0,0,0,2.03
1910013,Bellflower - Somerset Mwc,System,C,46000,5704,45416,2.304,,0,0,0,6.465,0,0,0,0,4.352,0,2.552
1910017,Santa Clarita Water Division,System,C,120900,28016,99492,1.075,1.105,0,0,0,5.385,0,0.087,0.334,0,31.609,,1.859
1910018,Bellflower Municipal Water System,System,C,5967,1821,6914,1.399,0.031,0,0,1.009,4.889,0,0.028,0.002,0,20.286,0.271,2.199
1910019,"Cerritos - City, Water Dept.",System,C,49041,14228,48685,2.832,0,0,0,0,1.662,0,0,0.238,0,8.052,,1.1
1910020,East Pasadena Water Co.,System,C,10978,2967,12568,0.25,5.475,0,0,0,20.182,0,1.813,0.49,0,0,0,8.557
1910021,Liberty Utilities - Compton,System,C,24698,6785,48081,0.415,0,0,0,0,1.714,0,0,0,0,46.805,0,1.107
1910022,Calif State Polytechnical Univ - Pomona,System,C,24880,730,1013,0.159,0,0,0,0.147,8.887,0.053,0,0,0,67.613,0,4.485
1910023,Averydale Mwc,System,C,960,280,1418,3.799,9.369,0,0,0.567,2.331,0,0,0,,0,,0.789
1910024,Gswc - Claremont,System,C,37160,10128,36252,12.067,0.49,0,0.013,0.095,6.883,0.058,0,0.012,0,31.201,0,1.805
1910025,Los Angeles Cwwd 40 Reg. 39-Rock Creek,System,C,1305,337,871,0.075,1.463,0,0.003,0,5.81,0,0,0,0,1.688,,1.208
1910026,"Compton-City, Water Dept.",System,C,81963,12815,74380,1.426,0,0,0,0,1.92,0,0.158,0.028,0,46.452,0.067,1.533
1910027,Los Angeles Cwwd 40 Reg. 35 - N.E. L.A.,System,C,770,202,648,1.04,5.085,0,0,0,3.643,0,0,0,0,3.234,,1.18
1910028,Crescenta Valley Cwd,System,C,32000,7472,31247,0.389,0,0,0,0,10.619,0,0.436,0,0,53.676,0,2.175
1910029,City Of Industry Waterworks Systems,System,C,7000,1505,7208,1.822,4.893,0,0,0,25.303,5.103,2.403,1.393,0.0001,1.375,0.744,1.827
1910030,Gswc - Culver City,System,C,36215,7798,36022,0.83,0,0,0,0,2.013,0,0,0,0,29.563,,1.507
1910033,California Water Service Co. - Dominguez,System,C,142111,29505,115503,0.53,0,0,0,0,1.796,0,0,0,0,49.773,,1.343
1910034,"Downey - City, Water Dept.",System,C,111930,21616,52089,0.693,,0,0,0.068,11.526,0,0.227,0.016,0,0,0.947,2.282
1910035,Kinneloa Irrigation Dist.,System,C,1931,551,1347,1.976,0.586,0,,0,12.47,0,0,0,,0.046,,4.909
1910036,California Water Service Co. - Ela,System,C,150446,21032,125159,5.526,1.115,0,0,0,12.74,1.413,0.436,0.256,0,49.257,,1.803
1910038,"El Monte-City, Water Dept.",System,C,22968,2819,17725,0,2.65,0,0,,17.279,0,0.041,0.06,0,0.898,0,3.652
1910039,San Gabriel Valley Water Co.-El Monte,System,C,226904,40245,229945,1.377,2.659,0,0,0,22.395,5.351,0.347,0.595,0,2.186,0.374,2.969
1910040,"El Segundo-City, Water Dept.",System,C,16654,3537,16606,0.83,0,0,0,0,2.013,0,0,0,0,27.175,,1.507
1910042,"Pico Rivera - City, Water Dept.",System,C,39000,8959,23416,0,,0,0,0,6.2,0,0.701,0.275,0,0,0.2,2.298
1910043,"Glendale-City, Water Dept.",System,C,195799,29821,179602,0.521,10.755,<0.001,0,0,6.742,0.886,2.786,21.485,0.0027,41.527,0.711,2.265
1910044,"Glendora-City, Water Dept.",System,C,45300,12947,43108,0.569,0.045,0,0,0,5.299,0.045,0,0,0,16.283,0,1.26
1910046,Suburban Water Systems-Glendora,System,C,4802,1523,5322,2.689,0,0,0,0,11.492,0.203,0,0,0,37.926,0,0.707
1910047,Hawthorne-City Water Dept.,System,C,43545,5528,40064,0.409,0.089,0,0,0,5.086,0.045,0,0,0,47.051,0,1.027
1910049,"Huntington Park-City, Water Dept.",System,C,17209,4661,49963,0.676,0,0,0,0,12.017,0.205,0.002,0.021,0,32.325,0,1.53
1910050,"Commerce-City, Water Dept.",System,C,3828,395,13787,1.187,0,0,0,0,3.473,0,0.081,0.267,0,8.664,,1.202
1910051,"Inglewood- City, Water Dept.",System,C,82500,13421,86171,0.389,0,0,0,0,1.783,0,0,0,0,46.198,,1.436
1910052,Cal/Am Water Company - Baldwin Hills,System,C,18397,5579,17705,0.415,0.725,0,0,0.125,6.856,0,0,0.594,0,13.13,,3.096
1910053,Hemlock Mutual Water Co.,System,C,864,215,899,0.338,0,0,0,0,8.375,0,0.043,0,,0.229,0,0.707
1910054,La Canada Irrigation Dist.,System,C,9300,2794,8770,5.367,0,0,,0,1.667,0,0,0,,53.71,,5.4
1910056,Lake Elizabeth Mutual Water Co.,System,C,1750,722,1438,0.226,0.693,0,0,0,2.9,0,0,0,0,5,,0.904
1910059,Suburban Water Systems-La Mirada,System,C,56953,12494,54759,1.567,0,0,0,0,1.414,0,0,0,0,51.55,,1.604
1910060,La Puente Valley Cwd,System,C,9852,2058,12395,0,2.36,0,0,0,24.491,3.331,1.604,0.101,0.0001,19.45,0,1.746
1910061,Las Flores Water Co.,System,C,4500,1471,3844,0,2.936,0,0,0,13.426,1.614,0.006,0,0,27.27,0,10.836
1910062,"La Verne, City Wd",System,C,32230,7535,29914,0.106,0,0,0,0,17.13,0.641,0,1.768,0,44.328,0,2.004
1910063,Lincoln Avenue Water Co.,System,C,16000,4353,13375,0.265,0.467,0,0,0,8.22,2.91,<0.001,0.003,0,11.473,,6.951
1910064,Littlerock Creek Irrigation Dist.,System,C,2900,1026,3615,0.086,2.165,0,0.001,0,13.55,0,0,0,0,12.691,,1.865
1910065,"Long Beach-City, Water Dept.",System,C,470292,80817,461801,2.061,0,0,0,0,1.564,0,0,0,0,51.424,,1.065
1910066,Leisure Lake Mobile Estates,System,C,280,211,226,10.716,6.9,0,0,0,7.319,0,0,0,0,0,,3.921
1910067,"Los Angeles-City, Dept. Of Water & Power",System,C,3935257,604490,12463,0.853,2.291,0,0,0,14.27,0,0.666,3.916,<0.0001,65.222,0,2.859
1910070,Los Angeles Co Ww Dist 4 & 34-Lancaster,System,C,180131,46364,166668,2.727,5.131,0,0,0,3.131,0,0,0,0,44.86,,1.929
1910072,Gswc - Willowbrook,System,C,10771,1327,9908,0.415,0,0,0,0,2.137,0,0.02,0,0,0,,2.331
1910073,"Lomita-City, Water Dept.",System,C,20256,4135,19057,0.415,0,0,0,0,1.714,0,0,0,0,35.56,,1.168
1910075,Los Angeles Co Ww Dist 21-Kagel Canyon,System,C,550,243,339,0.407,1.123,0,0,0,23.135,0,0.163,0.96,<0.0001,50.062,0,2.663
1910077,Gswc - Florence/Graham,System,C,65492,8620,63783,0.415,1.861,0,0,0.119,10.001,0.209,0,0.039,0,26.086,,3.305
1910079,"Lynwood-City, Water Dept.",System,C,71297,8214,61418,1.641,0,0,0,0,2.271,0,0.7,0,0,13.741,0,2.189
1910081,Lynwood Park Mutual Water Co.,System,C,2300,453,2372,1.568,,0,0,0,5.977,0,2.18,0,0,0.97,0.237,4.681
1910083,"Manhattan Beach-City, Water Dept.",System,C,35726,12861,35089,0.415,0,0,0,0,1.714,0,0,0,0,26.647,,1.107
1910084,Maywood Mutual Water Co. #1,System,C,5500,978,8556,0.415,0,0,0,0,2.437,0,0,0,0,25.95,,1.393
1910085,Maywood Mutual Water Co. #2,System,C,7118,1897,2,0.415,0,0,0,0,1.891,0,0,0.019,0,32.227,,1.107
1910086,Maywood Mutual Water Co. #3,System,C,9500,1945,30977,0.415,0,0,0,0,5.505,0.135,0,1.039,0,50.36,,1.522
1910087,Metropolitan Water District of So. Cal.,System,C,0,363,231728,0.673,0.007,0,0,0,2.125,0,0,0,0,37.153,,1.536
1910090,"Monrovia-City, Water Dept.",System,C,36590,8247,35718,0,2.3,0,0,0,15.336,0,0.004,0.118,,0.213,0,1.878
1910091,Montebello Land & Water Co.,System,C,32219,3308,23821,0.111,,0,0,0,4.175,0,0,0,0,0,0,2.271
1910092,"Monterey Park-City, Water Dept.",System,C,62183,12129,56737,2.015,3.379,0,0,0,19.334,2.745,0.302,0.333,<0.0001,2.974,0.567,3.55
1910096,Newhall Cwd-Newhall,System,C,12487,3310,22895,0.632,1.3,0,0,0,13.246,0,0.051,0.197,0,13.211,,1.756
1910098,Gswc - Norwalk,System,C,44466,8932,44176,0.523,0,0,0,0,12.462,0.32,0.013,0.075,0,40.386,0,1.107
1910099,Paradise Ranch Mhp,System,C,290,94,188,0.311,0,0,0,8.728,1.903,,0,0,0,95,,3.339
1910101,Orchard Dale Water District,System,C,22492,4215,18542,0.911,0,0,0,0,4.469,0,0.015,0,0,8.091,0,1.751
1910102,Palmdale Water Dist.,System,C,116183,25451,111676,0.172,2.165,0,0,0,2.507,0,0,0,0,39.819,,1.054
1910103,Palm Ranch Irrigation Dist.,System,C,5530,1613,4839,3.14,1.923,0,0,0,12.758,0,0,0,0,2.41,0,2.75
1910104,California Water Service Co. - Palos Ver,System,C,69883,23010,64073,0.83,0,0,0,0,2.013,0,0,0,0,35.126,,1.507
1910105,"Paramount - City, Water Dept.",System,C,55051,6048,47851,3.795,0,0,0,0,1.714,0,0,0,0,22.409,0,1.107
1910108,Park Water Company - Bell Gardens,System,C,11879,1303,12332,1.24,0,0,0,0,4.897,0,0,0,0,9.309,,1.507
1910117,"Montebello-City, Water Dept.",System,C,6962,1230,1256,1.212,0,0,0,0,5.215,0,0,0,0,49.749,,1.753
1910124,"Pasadena-City, Water Dept.",System,C,165740,32378,157777,0.279,0,0,0,0,8.104,0.014,0.028,0.101,0.0007,52.648,0,3.672
1910125,Pico Wd,System,C,24100,4828,23557,0.494,,0,0,0,8.743,0,0.908,0.249,0,0.189,,2.608
1910126,"Pomona - City, Water Dept.",System,C,151713,26119,146587,0.955,1.61,0,0,0.049,9.69,0.518,0.568,0.727,0,22.097,0,37.266
1910127,"Covina-City, Water Dept.",System,C,33300,7313,31528,2.689,0,0,0,0,11.492,0.203,0,0,0,43.546,0,0.707
1910130,Quartz Hill Water Dist.,System,C,22000,5606,17012,2.811,1.2,0,0,0.123,9.216,0,0,0,0,37.874,0,1.822
1910134,California Water Service Co. - Herm/Redo,System,C,95605,24166,124825,1.007,0,0,0,0,1.734,0,0,0,0,36.006,,5.007
1910139,Cal/Am Water Company - San Marino,System,C,40804,12375,46574,0.374,3.665,0,0,0,12.792,0.449,0.181,0.195,0,5.694,0,2.679
1910140,Rubio Canon Land & Water Association,System,C,9600,3104,9246,0.172,0.3,0,0,0.156,7.71,0,0.017,0.014,,6.471,0,9.292
1910141,Rurban Homes Mutual Water Co.,System,C,1200,299,1329,2.333,0,0,,,18.297,0,0.059,0,,0,0,2.55
1910142,Gswc-San Dimas,System,C,54872,14898,53355,0.896,0.567,0,0,0,12.917,0.428,0,0,0,44.598,0,1.435
1910143,"San Fernando-City, Water Dept.",System,C,23839,4296,23990,0.619,1.4,0,0,0,19.756,0.538,0.09,0,0,6.151,,1.043
1910144,San Gabriel County Wd,System,C,45000,8042,38729,0.389,2.189,0,0,0,22.075,0,8,0,0.0005,2.995,0,2.246
1910146,"Santa Monica-City, Water Division",System,C,92185,13880,92100,0.662,0,0,0,0,2.811,0,0.033,0.14,0,14.906,,1.724
1910147,Sativa-L.A. Cwd,System,C,6837,1639,7590,1.905,0.208,0,0,0,2.562,0,0.188,0,0,0.346,,4.891
1910148,"Sierra Madre-City, Water Dept.",System,C,11094,3656,10877,0.111,0.55,0,,,14.257,0,0.263,0.907,0.0021,5.3,0,0.707
1910149,"Signal Hill - City, Water Dept.",System,C,11411,2168,11006,4.299,0,0,0,0.625,1.714,0,0,0,0,23.885,0,1.107
1910152,"South Gate-City, Water Dept.",System,C,96057,12745,83843,2.6,,0,0,0,7.059,0,2.741,1.034,0,0.711,1.397,1.508
1910153,South Montebello Irrigation Dist.,System,C,9574,2047,15039,3.391,,0,0,0,5.673,0,0,0,0,0.337,,
1910154,City Of South Pasadena,System,C,25899,5667,25604,0.181,0.989,0,0,0,13.299,0.011,0.917,0.326,0.0008,1.839,0,3.587
1910155,Gswc - Southwest,System,C,271677,46362,261496,0.664,0,0,0,0.076,1.986,0,0,0,0,35.617,0,1.322
1910156,"Beverly Hills-City, Water Dept.",System,C,44290,8588,42480,0.832,0,0,0,0,2.077,0,0,0,0,35.277,0.707,1.379
1910157,Sunny Slope Water Co.,System,C,30611,5787,21308,0.467,5.92,0,,,15.602,0,0.027,<0.001,0.0028,0.08,0.123,6.705
1910158,Sterling Mutual Water Company,System,C,548,196,827,2.623,0,0,,0,23.485,0,0,0,,0,0,1.287
1910159,Tract 180 Mutual Water Co.,System,C,14000,733,16080,0,,0,0,0,5.873,1.726,1.29,1.469,0,0,,1.604
1910160,Tract 349 Mutual Water Co.,System,C,7500,764,10120,1.026,0,0,0,0,1.793,0,0,0.134,0,0,,1.443
1910161,Liberty Utilities - Lynwood,System,C,24791,4416,10055,2.072,0,0,0,0,2.156,0,0.258,0,0,29.406,0,2.203
1910163,Valencia Heights Water Co.,System,C,5500,1593,6016,1.003,0.839,0,0,0,10.005,0.106,0,0.006,0,35.416,0.113,2.377
1910165,Valley View Mutual Water Co.,System,C,4074,1389,7004,1.051,0,0,,3.25,4.722,0,0,0,,0,0,2.033
1910166,Valley Water Co.,System,C,9900,3404,8942,0.071,1.525,0,,0,16.26,0.003,0,0,,55.526,0,2.904
1910167,"Vernon-City, Water Dept.",System,C,45000,17,119,0.415,0,0,0,0.556,1.903,0,0,0.364,0,9.592,,1.562
1910169,Walnut Park Mutual Water Co.,System,C,16180,2820,16017,0.415,0,0,0,0,1.734,0,0,0,0,0,,2.288
1910173,"Whittier-City, Water Dept.",System,C,49954,10404,49296,0.117,0.355,0,0,0,8.913,0,0.749,0.098,0,0.005,0,2.604
1910174,Suburban Water Systems-Whittier,System,C,59169,18662,63897,0.906,0.584,0,0,0,9.93,0.003,0.203,0.165,0,10.454,0,2.149
1910179,"Burbank-City, Water Dept.",System,C,105543,22161,102997,0.428,1.454,0,0,0,14.236,0,16.429,7.935,0.0682,13.619,0.55,5.362
1910185,Los Angeles Co Ww Dist 36-Val Verde,System,C,5150,1325,5735,0.632,0.65,0,0,0,7.258,0,0.051,0.197,0,1.105,,1.465
1910186,Cal-Am Water Company - Duarte,System,C,21589,6535,26116,1.263,0,0,0,0,4.138,0,2.62,2.33,0,0,0,0.993
1910191,"Norwalk - City, Water Dept.",System,C,18372,4902,16144,0.803,0,0,0,0,5.799,0,0.017,0.023,0,24.757,0,2.276
1910194,Rowland Water District,System,C,62106,12010,55008,0.159,0,0,0,0,2.33,0.086,0,0,0,53.09,0,1.1
1910195,Gswc - Hollydale,System,C,7661,1540,7572,5.996,,0,0,0,6.313,0,0,0,0,0,,2.6
1910200,Suburban Water Systems-Covina Knolls,System,C,1548,471,1420,2.689,0,0,0,0,11.492,0.203,0,0,0,54.902,0,0.707
1910203,"Los Angeles Cwwd 40, R24, 27,33-Pearblsm",System,C,10557,2714,10666,0.151,1.515,0,0.009,0,11.204,0,0,0,0,3.401,,1.515
1910205,Suburban Water Systems-San Jose,System,C,162031,37814,167482,0.646,0.529,0,0,0.006,9.799,0.443,0.531,0.234,0.0088,10.729,0.057,5.494
1910211,Liberty Utilities - Bellflower-Norwalk,System,C,72884,16425,119219,1.069,0.1,0,0,0,5.822,0,0,0,0,34.5,0.501,2.003
1910212,Gswc-South Arcadia,System,C,26827,7102,27663,0.225,4.161,0,0,0,12.911,0,0.256,0.536,0.0062,1.886,0.232,2.711
1910213,"Torrance-City, Water Dept.",System,C,145438,23382,104103,0.665,0,0,0,0,1.893,0,0,0,0,50.238,0,1.347
1910218,La Habra Heights Cwd,System,C,5379,1955,6077,1.81,0,0,0,0,7.044,0,0.031,0,0,0,0,2.087
1910223,Gswc-South San Gabriel,System,C,27656,4607,26985,0.735,2.75,0,0,0,8.764,0.002,0.204,0.02,0,3.602,0,2.08
1910234,Walnut Valley Water District,System,C,115475,25370,96537,0.239,0,0,0,0,2.086,0.043,0,0,0,54.494,0,1.297
1910239,"Lakewood - City, Water Dept.",System,C,59081,19295,59383,2.09,0,0,0,0,2.03,0,0,0.079,0,27.057,0,1.223
1910240,Valencia Water Co.,System,C,117251,27201,70866,0.503,0.325,0,0,4.592,8.629,0,0.028,0.103,0,19.522,,1.846
1910241,Mesa Crest Water Co.,System,C,2500,669,1848,,,,,,1.414,0,0,,,53.529,,
1910242,California Water Service Co-Lake Hughes,System,C,673,190,265,0,0,0,0,0,10.466,0,0,0,0,0.113,,3.076
1910243,California Water Service Co-Leona Valley,System,C,1256,400,391,0.226,0.6,0,0,0.742,4.949,0,0,0,0,23.165,0,0.904
1910244,Green Valley Cwd,System,C,1000,496,734,0,,0,0,0,20.495,0,0,0,0,0.525,,
1910245,"Santa Fe Springs - City, Water Dept.",System,C,18199,4362,18174,0.415,1.543,0,0,0,6.083,0,0.383,0.987,0,44.471,,3.178
1910246,Land Project Mutual Water Co.,System,C,1500,539,1336,12.405,,0,0,0,21.106,0,0,0,0,0.193,1.55,4.614
1910247,Newhall Cwd-Castaic,System,C,6376,1779,8641,0.632,0.65,0,0,0,3.076,0,0.051,0.197,0,13.02,,1.424
1910248,Los Angeles Co Ww Dist 37-Acton,System,C,6509,1327,4912,1.389,1.2,0,0,0,13.645,0,0,0,0,5.014,,1.085
1910249,White Fence Farms Mutual Water Co.,System,C,1145,410,1,1.915,1.2,0,0,0,9.883,0.375,0.031,0,0,16.343,,3.464
1910250,Newhall Cwd-Pinetree,System,C,9148,2717,10330,1.466,0.832,0,0,0,9.609,0,0.059,0.126,0,16.307,,4.756
1910255,Newhall Cwd-Tesoro Del Valle,System,C,3825,1081,11756,1.011,0.975,0,0,1.529,5.474,0,0.078,0.297,0,27.451,,1.793
1910801,Fenner Canyon Youth Conservation Camp,System,C,135,1,4,0,0,0,,,1.479,0,0,0,,,,0.707
2000293,Md#46 Ahwahnee Resorts,System,C,300,91,314,4.973,,0,,0,4.638,0,0,0,0,0,0.72,14.819
2000501,Bass Lake Annex #3,System,C,42,28,66,0,,0,0,0,3.788,0,0,0,0,0,,38.81
2000502,Bass Lake Heights Mutual Water,System,C,250,102,62,13.632,,0,0,0,1.414,0,0,0,0,0.098,0,12.17
2000506,Sierra Linda Mutual Water Co,System,C,180,89,64,13.986,,0,0,0,2.285,0,0,0,0,0,,102.774
2000509,Cascadel Mutual Water System,System,C,300,116,75,1.65,,0,,0,1.414,0,0,0,0,0,,2.59
2000511,Md#85 Valeta,System,C,45,20,24,0,,0,0,0,28.001,0,0,0,0,0,,3.049
2000512,East Acres Mutual Water Company,System,C,250,81,189,16.752,,0,0,0,1.414,0,0,0,0,0,,
2000521,Broadview Terrace Mutual Water Company,System,C,510,178,352,26.079,,0,0,4.9,4.049,0,0,0,0,2.5,,218.904
2000524,Sky Acres Mutual Water Corp,System,C,265,64,55,3.528,,0,0,1.111,3.436,0,0,0,0,0,,4.381
2000526,Pike Ranch Mutual Water Co,System,C,149,22,16,3.133,,0,0,0,3.633,0,0,0,0,0,,71.837
2000527,Yosemite Forks Est Mutual,System,C,110,99,62,4.783,,0,,0,1.414,0,0,0,0,0,,6.804
2000529,Bonadelle Ranchos Mutual Water,System,C,50,23,481,0,,0,0,0,14.668,0,0,0,0,0,,0.707
2000530,Crass Mutual Water Company,System,C,80,26,36,0,,0,0,0,2.824,0,0,0,0,0,,7.201
2000533,Sugar Pine Homeowners Assoc,System,C,120,58,3,2.15,,0,,0,1.414,0,0,0,,0,,18.989
2000534,Leisure Acres Mutual Water Company,System,C,45,24,25,10.469,,0,,0,1.414,0,0,0,0,0,,
2000538,Cedar Valley Mutual Water Co,System,C,137,67,22,21.552,,0,0,3.498,1.414,0,0,0,0,5.799,,6.544
2000544,Md#01 Hidden Lake Estates,System,C,162,49,40,0,,0,0,0,1.501,0,0,0,,71,,0.707
2000549,Md#05 Mountain Ranches,System,C,150,26,26,6.562,,0,,0,3.718,0,0,0,0,0.55,,2.668
2000550,Md#06 Lake Shore Park,System,C,130,46,7,41.027,,0,,0,1.551,0,0,0,0,0,,72.07
2000551,Md#07 Marina View Heights,System,C,200,83,1,5.678,,0,,0,1.414,0,0,0,,0,,100.168
2000552,Md#24 Teaford Meadow Lakes,System,C,150,66,4,7.15,,0,,0,1.599,0,0,0,,1.131,,5.763
2000553,Md#28 Ripperdan Self Help,System,C,48,17,2,2.152,,0.293,0.042,0,12.229,0,0,0,0,0,,0.854
2000554,Md#33 Fairmead,System,C,568,162,515,0,,0.198,0,0,13.307,0,0,0,0,0,,0.707
2000557,Md#43 Miami Creek Knolls,System,C,100,26,54,1.663,,0,0,0,16.63,0,0,0,0,1.98,,4.51
2000561,Md#08 North Fork Water System,System,C,264,67,120,14.195,,0,,0,1.414,0,0,0,,0,,2.201
2000568,Queen'S Inn By The River,System,C,150,1,1,20,,0,0,0,3.226,,,,,,,22.406
2000573,The Village,System,C,40,21,1,0,,0,0,0,1.5,0,0,0,0,0,,
2000589,Mammoth Pool Mobile Home Park,System,C,60,32,0,0,,0,0,0.009,16.549,0,0,0,0,3.558,,15.31
2000592,Two Twenty Four Mobile Home Pk,System,C,30,15,25,5.775,,0,,0,4.415,0,0,0,0,2.25,,156.307
