Boundary ID,System Name,Boundary Type,System Type,Population Served,Connections,Census Population Allocated,Arsenic (ppb),Hexavalent Chromium (ppb),Cadmium (ppb),DBCP (ppb),Lead (ppb),Nitrate (ppm),Perchlorate (ppb),PCE (ppb) ,TCE (ppb),TCP (ppb),TTHMs (ppb),"Combination Radium 226, 228 (PCI/L)",Uraniuim (PCI/L)
103040,Norris Canyon Property Owners Assn.,System,C,100,19,92,0,,0,,0,14.063,0,0,0,0,0,,
103041,Trailer Haven Mobile Home Park,System,C,240,194,185,3.433,,0,,0,12.719,0,0,0,0,0,,
105008,Castlewood Domestic Water System,System,C,499,194,223,0,,0,0,0,13.3,0,0,0,0,0,,3.425
110001,Alameda County Water District,System,C,340000,80871,323118,0,0,0,0,0,1.907,0,0,0,0,17.425,,0.707
110003,California Water Service - Livermore,System,C,56700,18043,66601,0.075,3.192,0,0,0,16.925,0.333,0.055,0,0,10.856,,0.822
110005,East Bay Mud,System,C,1379000,380450,1280969,0,,0,0,0,1.431,0,0,0,0,17.708,0,0.707
110006,City Of Hayward,System,C,146398,31678,175941,0,,0,0,0,1.414,0,0,0,,16.577,,0.707
110008,City Of Pleasanton,System,C,73067,21882,66357,0.075,0,0,0,0,12.906,0,0,0,0,8.902,,0.822
110009,Dublin San Ramon Services District,System,C,75924,19011,68812,0.15,0,0,0,0,10.882,0,0,0,0,17.492,,0.937
110011,City Of Livermore,System,C,27600,9516,14906,0.15,0,0,0,0,10.882,0,0,0,0,17.492,,0.937
110012,Town Of Sunol-Sfpuc,System,C,450,128,237,0,,0,0,0,1.414,0,0,0,,16.577,,0.707
110016,Alameda Point,System,C,750,349,1400,0,,0,0,0,1.421,0,0,0,,,,0.707
202503,Woodfords Mutual Water Company,System,C,50,16,11,0,,0,,0,1.414,,,,,,,
202504,Markleeville Water Co.,System,C,25,167,1,5.13,,0,0,0,1.414,0,0,0,0,0,,1.499
202522,Sierra Pines Mobile Home Park,System,C,70,31,168,0,,0,,0,1.414,0,0,0,,0,,
210001,Lake Alpine Water Company,System,C,2650,490,65,0,,0,0,0,1.414,0,0,0,0,53,,
210002,Kirkwood Meadows Pubilc Utilit,System,C,101,886,121,0,,0,,0,1.414,0,0.034,0.014,0,2.91,,2.155
300010,Drytown County Water District,System,C,225,62,95,0,,0,,0,1.414,,0,0,0,40,,0.707
300011,Sutter Pines Mhp,System,C,40,19,14,1.1,,0,0,0,1.846,0,0,0,0,0,10.96,2.45
300016,Volcano Community Service Dist,System,C,160,80,39,0.767,,0,,0,2.224,0,0,0,0,0,,
300019,Fiddletown Community Service,System,C,100,65,38,,,,,,1.414,0,,,,,,2.499
300024,Tabeau Mobile Home Park,System,C,80,22,5,0,,0,,0,1.481,0,0,0,0,0,,
300037,Jackson Valley Irrigation District,System,C,2000,190,2,0,,0,0,0,1.707,,,,,,,
300053,Rancho Del Oro,System,C,34,24,1,0,,0,,0,6.689,0,0,0,,0,,
300062,Hope Foundation/Moriah Heights,System,C,30,22,6,0,,0,0,0,2.562,0,0,0,0,0,,
300078,Ione Band Of Miwok Indians,System,C,62,20,4,,,,,,1.414,0,,,,,,
310001,City Of Jackson,System,C,5223,2129,4513,0,,0,,0,1.414,,0,0,0,41.5,,0.707
310002,"Awa, Ione",System,C,5339,1971,7934,0,,0,0,0,1.414,0,0,0,0,34,,
310003,"Awa, Sutter Creek",System,C,5700,1609,3908,0,,0,,0,1.414,,0,0,0,40,,0.707
310004,"Plymouth, City Of",System,C,1060,479,962,0,,0,0,0,1.414,0,0,0,0,20,,0.707
310005,Pine Grove Comm Serv Dist,System,C,846,360,2213,0,,0,0,0,1.414,0,0,0,0,63.5,,
310006,River Pines Pud,System,C,510,219,311,0,,0,0,0,2.2,0,0,0,0,5,,8.709
310008,Camanche North Shore Inc.,System,C,255,211,22,0,,0,,0,1.414,0,0,0,,,,0.707
310011,First Mace Meadow # 1,System,C,838,337,1410,0,,0,0,0,1.414,0,0,0,0,100,,
310012,Awa Buckhorn Plant,System,C,8800,2400,2815,0,,0,0,0,1.414,0,0,0,0,100,,
310015,Rabb Park Community Ser. Dist.,System,C,268,108,369,0,,0,0,0,1.414,0,0,0,0,88.5,,
310018,First Mace Meadows Unit No. 2,System,C,200,81,315,0,,0,0,0,1.414,0,0,0,0,100,,
310019,Awa La Mel Heights #3,System,C,195,57,3,0,,0,0,0,1.414,0,0,0,0,0,,
310020,The Oaks Mobile Home Park,System,C,600,213,190,0.233,,0,0,20,1.414,0,0,0,0,16.92,,
310021,Amador County Service Area #3/Unit 6,System,C,2386,733,1218,1.383,,0,0,0.424,8.904,0,0,0,0,0,,
400001,Youth With A Mission-Springs Of Living W,System,C,150,49,0,0,,0,,4.5,1.699,0,0,0,0,0,,
400003,Hartley Mutual Water System,System,C,31,16,4,0,,0,,0,3.575,0,0,0,0,0,,
400004,Forest Ranch Mutual Water System,System,C,92,42,15,0,,0,,0,1.414,0,12.469,0,0,0,,
400007,Butte Creek Estates Mutual Water Co,System,C,399,168,432,0,,0,,0,1.518,0,0,0,0,0,,
400008,Gran Mutual Water Co,System,C,200,85,120,0,,0,,0,1.414,0,0,0,0,0,,
400012,Farm Labor Housing,System,C,460,144,547,0,,0,,0,1.442,0,0,0,0,0.25,,
400013,Merry Mountain Mutual,System,C,100,97,39,0.417,,0,,0,1.458,0,0,0,0,0.267,,
400014,Lake Madrone Water District,System,C,297,115,28,0,,0,,0,1.414,0,0,0,0,0,,
400016,Berry Creek Community Service Dist,System,C,99,36,23,0,,0,,1.767,1.767,0,0,0,0,0,,
400019,Oroville Mobile Home Park,System,C,74,35,42,0,,0,,0,2.844,0,0,0,0,0,,
400020,Pleasant Grove Mhp,System,C,327,88,125,0,,0.875,,0,20.275,0,0.574,0,0,0,,
400021,Robinson'S Corner Mhp,System,C,20,22,0,8.366,,0,,13.6,10.497,0,0,0,0,0,,
400023,Golden Oaks Mobile Estates,System,C,34,52,40,0,,0,,,24.713,0,0,0,0,0,,
400025,Sundown Mobile Home Park,System,C,76,53,54,0,,0,,25.2,6.075,0,0,0,0,0,,
400026,Meadowbrook Oaks,System,C,50,25,5,0,,0,,0,1.611,0,0,0,0,0,,
400027,Foothill Mobile Home Park,System,C,180,127,235,2.334,,0,,11.4,3.149,0,0,0,0,0,,
400028,Big Bend Mobilehome Park,System,C,85,35,1,0,,,,,1.587,0,0,0,0,4.65,,
400030,Golden Feather Mhp,System,C,275,100,100,0,,0,,,6.712,0,0,0,0,0.95,,
400036,Mountain View Mobile Acres Mhp Llc,System,C,230,129,124,0,,0,,0,29.976,0,0,0,0,0,,
400037,Harmony Mobile Home Park,System,C,55,30,74,0,,0,,,45.518,,,,,,,
400040,Almond Grove Mobile Park,System,C,250,163,138,0,,0,,0,29.532,0,0,0,0,0,,
400041,Forest Ranch Mobile Park,System,C,25,16,9,0,,0,,0,6.051,0,0,0,0,0,,
400042,Forest Village Llc,System,C,34,21,2,0,,0,,4.2,1.418,0,0,0,0,0,,
400045,Cohasset Mobile Estates,System,C,20,17,6,0,,0,,0,6.474,0,0.3,0,0,0,,
400046,Ponderosa Mobile Estates,System,C,70,62,46,0,,0,,0,8.64,0,,,,1.9,,
400049,Butte Creek Mhp,System,C,100,33,5,9.293,,0,,0,2.124,0,0,0,0,0,,
400051,Dingerville Usa Park,System,C,447,80,3,0,,0,,0,2.777,0,0,0,0,0,,
400078,Forest Knolls Mutual Water Co,System,C,41,16,10,0,,0,,0,1.414,0,0,0,0,0,,
400081,Feather Ridge Estates Water Co,System,C,12,32,1,0,,0,,0,1.645,0,0,0,0,1.449,,
400090,Mountain Village Homeowner'S Assoc,System,C,40,17,26,0,,0,,0,1.414,0,0,0,0,0,,
400091,Del Oro Water Company - Buzztail Dist.,System,C,70,32,16,0,,0,,0,1.414,0,0,0,0,0,,
400123,Humboldt Highlands Mutual,System,C,50,24,40,0,,,,0,2.106,0,0,0,0,0,,
400149,Humboldt Woodlands Mutual,System,C,75,32,10,0,,0,,0,1.414,0,0,0,0,0,,
400151,Keefer Creek Estates Mutual,System,C,95,56,112,0,,0,,0,18.112,0,0,0,0,0,,
400155,Biggers Glen Mutual Water Co,System,C,10,29,12,3.667,,0,,,1.414,0,0,0,0,0,,
405001,Del Oro Water Co.-Lime Saddle Marina,System,C,1158,351,1,0,,0,,0,1.414,0,0,0,,28,,0.707
409181,Blue Oak Terrace Mutual,System,C,50,16,15,0,,0,,0,1.414,0,0,0,0,0,,
409183,Sierra Moon Subdivision,System,C,38,66,362,0,,0,,0,1.5,0,0,0,0,0,,
410001,City Of Biggs,System,C,1805,650,2440,3.9,,0,,,10.059,0,0,0,0,0,,
410002,Cal-Water Service Co.-Chico,System,C,100435,28249,91949,0,2.103,0,0,0,10.971,0,0.133,0,0,0.177,0,0.707
410003,Durham Irrigation District,System,C,1558,472,785,0,,0,0,0,13.984,0,0,0,0,0,,0.707
410004,City Of Gridley,System,C,6403,2077,6561,9.85,,0,,,9.054,0,0,0,0,0,,0.707
410005,Cal-Water Service Co.-Oroville,System,C,9427,3574,10139,0,0,0,,0,1.414,0,0,0,0,11.213,,0.707
410007,Paradise Irrigation District,System,C,26299,10063,25534,0,,0,,,1.414,0,0,0,,23.422,,
410008,Thermalito Water & Sewer District,System,C,9513,2899,10337,0,,0,,,2.306,0,0,0,0,33.657,,
410009,Del Oro Water Co.-Magalia,System,C,707,275,375,0,,0,0,,10.163,0,0,0,0,9.4,,
410011,Del Oro Water Co.-Paradise Pines,System,C,11405,4752,4639,0,,1.27,0,,1.441,0,0,0,0,0,,
410012,Sfwp-Bangor,System,C,63,22,10,0,,,,,1.414,0,,,,53,,
410018,Del Oro Water Co.-Stirling Bluffs,System,C,313,157,210,0,,0,,,1.414,0,0,0,,15,,
500019,Mineral Mountain Mutual Water,System,C,125,38,9,0.244,,0.111,,0.867,1.414,0,0,0,0,0,2.45,0.707
500027,Lili Valley Water Co.,System,C,99,70,37,0,,0,,0.917,1.414,0,0,0,0,0,,
500068,Dunrovin Mobile Home Village,System,C,99,42,3,0,,0,0,0,14,0,0,0,0,0,,0.707
500075,Lakeside Mobile Estates,System,C,24,24,22,0.667,,0,0,0,1.414,0,0,0,0,0,,
500091,Rite Of Passage/Sierra Ridge,System,C,150,13,5,2.275,,0,0,2.5,1.414,0,0,0,0,0.575,4.8,3.533
510001,Union Public Utility District,System,C,4300,1635,1650,0,,0,0,0,1.414,0,0,0,0,5.5,,
510002,Calaveras Pud,System,C,4758,1903,3548,0,,0,,0,1.414,0,0,0,0,34.432,,
510003,"Angels, City Of",System,C,3441,1774,3774,0,,0,0,0,1.414,0,0,0,0,28.028,,
510004,Ccwd - Sheep Ranch,System,C,100,48,10,0,,0,0,0,1.414,0,0.087,0,0,0,,
510005,Ccwd - West Point,System,C,1400,527,687,0,,0,0,0,1.414,0,0,0,0,0,,
510006,Ccwd - Jenny Lind,System,C,10170,3733,8730,0,,0,0,0,1.414,0,0,0,0,0,,
510009,Blue Lake Springs Mut Wtr,System,C,5100,1716,1473,0,,0,0,0,1.414,0,0,0,0,22.879,,
510010,Valley Springs Pud,System,C,900,256,349,0.625,,0,0,0,13.588,0,0,0,0,0,,
510011,Snowshoe Springs Assn.,System,C,270,295,596,0,,0,0,0,1.414,0,0,0,0,12.917,,
510012,Camanche South Shore-Ebmud,System,C,180,448,194,0,,0,,0,1.414,0,0,0,,,,
510016,Ccwd - Ebbetts Pass,System,C,14340,5993,3848,0,,0,0,0,1.414,0,0,0,0,1.833,,
510017,Ccwd - Copper Cove,System,C,6735,2555,3172,0.222,,0,0,0,1.414,0,0,0,0,0,,
510019,Ccwd - Wallace,System,C,220,103,378,0.263,,0,0,0,1.414,0,0,0,0,0,,
600005,Colusa Co. Service Area #2-Stonyford,System,C,200,66,59,1.5,,0,,0,1.414,0,0,0,0,0.5,,
600008,Colusa Co. Wwd #1 - Grimes,System,C,500,104,335,21.366,,0,,0,1.414,0,0,0,0,0,,
600011,Del Oro Water Co.-Walnut Ranch,System,C,182,78,133,7.771,,0,,0,1.737,0,0,0,0,0,,0.707
600012,Colusa Co. Service Area #1-Century Ranch,System,C,120,88,571,0,,0,,0,1.414,0,0,0,0,0,,
600013,Colusa Co. Wwd #2 - Princeton,System,C,356,118,223,8.78,,0,,0,2.046,0,0,0,0,0,,1.94
605011,Del Oro Wc - Arbuckle District,System,C,136,55,75,2.733,,1.167,,0,7.888,0,0,0,,0,,5.79
610001,Arbuckle Public Utility District,System,C,2300,794,2416,2.861,,0,,0,11.415,0,0,0,0,0,,
610002,City Of Colusa,System,C,5625,2126,5126,5.5,,0,,,1.414,0,0,0,0,0,,
610003,Maxwell Public Utility District,System,C,1323,392,850,2.581,,0,,0,1.622,0,0,0,0,0,,
610004,City Of Williams,System,C,5250,1324,4682,1.288,,0,,0,2.163,0,0,0,0,0.475,,2.82
706004,Oakley Mutual Water Company,System,C,170,49,108,12,,0,,0,1.414,0,0,0,0,0,,
706005,Farrar Park Property Owners,System,C,140,56,31,9.6,,0,,0,1.414,0,,,,,,
707501,Angler S Ranch #3,System,C,60,30,9,7.65,,0,,0,1.414,0,,,,,,
707507,Willow Park Marina,System,C,380,125,95,11,,0,0,5.2,1.414,0,0,0,,0,,0.707
707517,Colonia Santa Maria,System,C,32,8,51,0,,0,,0,22.648,,0,0,0,0,,
707519,Dutch Slough Water Works,System,C,49,18,2,0,,0,0,0,1.414,0,0,0,0,0,,
707523,Flamingo Mobile Manor,System,C,200,62,85,6.4,,0,,0,1.414,0,,,,,,
707545,Orwood Resort,System,C,350,70,3,0,,0,,0,1.414,0,0,0,0,0.36,,2.81
707547,Knightsen Community Water System,System,C,250,18,97,0,,0,0,0,4.74,0,0,0,0,0,,0.707
707553,Riverview Mobile Homes,System,C,216,72,47,4.8,,0,,0,28.93,,,,,,,
707556,Sandmound Mutual,System,C,160,65,73,4.875,,0,,0,1.428,,0,0,0,0,,
707558,Hertz Water System,System,C,35,16,116,,,,,,24.2,,,,,,,
707569,Anglers Subdivision 4,System,C,210,99,211,4.052,,0,,0,1.443,0,0,0,0,0,,0.707
707572,Bethel Island Mutual Water Co,System,C,149,45,19,,,,,,1.414,0,,,,,,
707573,Delta Mutual Water Company,System,C,225,106,312,9.31,,0,,0,1.464,0,0,0,0,0,,
707574,Santiago Island Village,System,C,400,211,251,2.333,,0,,4.333,1.414,0,0,0,0,0,,
707575,Franks Marina,System,C,185,66,0,0,,0,,0,1.414,0,,,,,,
707576,Pleasantimes Mutual Water Co,System,C,380,190,228,4.031,,0,,0,1.414,0,0,0,,,,
707577,Riverview Water Association,System,C,230,86,103,2.917,,0,,0,1.518,0,0,0,,0,,0.707
707585,Moraga Heights Mutual Water,System,C,60,22,12,0,,0.65,,0,1.553,0,,,,,,
707588,Big Oak Mobile Home Park Water,System,C,156,65,77,4.125,,0,,0,28.34,0,,,,,,9.845
707589,Bella Vista Water Sys,System,C,93,33,60,16,,0,,0,7.141,,,,,,,
707594,Casa Medanos Water System,System,C,45,16,135,5.3,,0,,0,20.775,0,,,,,,
707597,Sandy Point Mobile Home Park,System,C,94,24,3,0,,0,,0,1.933,0,0,0,0,0,,
707598,Camino Mobilehome,System,C,210,75,165,1,,0,,0,1.414,0,,,,,,0.707
707601,Russos Mobile Park,System,C,110,20,5,0,,0,,0,1.414,0,0,0,0,0,,
707602,Beacon West,System,C,45,17,1,31.5,,0,0,0,1.414,0,0,0,,0,,0.707
707603,Clayton Regency Water,System,C,287,119,205,6,5.163,0,0,0,33.104,0,0,0,0,0,,8.84
707608,Marina Mobile Manor,System,C,75,24,10,6.65,,0,,0,1.693,0,0,0,0,0,,
707613,Willow Mobile Home Park,System,C,350,173,129,0,,0,0,0,15.884,0,0,0,,0,,
707615,Doubletree Ranch Water System,System,C,49,18,14,23.065,,0,,0,1.414,0,0,0,0,0,,2.86
707623,Wilcox Station Ranch,System,C,90,22,13,,,,,,1.414,0,,,,,,
710001,City Of Antioch,System,C,103833,31568,102261,0,,0,0,0,1.754,0,0,0,0,15.469,0,0.732
710002,Golden State Water Company - Bay Point,System,C,22258,5053,21024,0.212,,0,0,0,3.806,0,0,0,0,15.698,0,2.799
710003,Contra Costa Water District,System,C,198000,61110,215940,0,,0,0,0,1.54,0,0,0,0,17.517,0,0.71
710004,Brentwood,System,C,54700,17939,41911,1.5,3.949,0,0,0,9.605,0,0,0,0,15.036,0,3.058
710006,City Of Martinez,System,C,35375,9846,28657,0,,0,0,0,1.66,0,0,0,,5.868,,0.707
710007,Diablo Water District,System,C,36014,10654,35525,0,1.52,0,0,0,1.933,0,0,0,0,11.094,0,1.93
710008,City Of Pittsburg,System,C,62500,17429,63000,1.25,0,0,0,0,3.5,0,0,0,0,0,0,0.854
710009,Town Of Discovery Bay,System,C,13500,2292,12716,1.833,0,0,0,0,1.414,0,0,0,0,1.333,,1.746
800526,Redwood Park C.S.D.,System,C,200,39,24,0,,0,,,2.569,0,0,0,0,0.433,,
800532,Big Rock C.S.D.,System,C,400,113,276,0,0,0,,,1.414,0,0,0,0,4.45,,
800548,Klamath C.S.D.,System,C,100,41,144,0,,0,0,5.7,4.043,0,0,0,0,0,,
800552,Northcrest Trailer City,System,C,250,89,107,,,,,,9.5,0,0,0,0,0,,
800555,Gasquet C.S.D.,System,C,775,222,487,0,,0,,,1.462,0,0,0,0,11,,
800556,Hrc C.S.D.,System,C,150,31,42,0,,0,,,3.78,0,0,0,0,0,,
800557,Hunter Valley Csd,System,C,96,65,67,0,,0,,0,2.585,0,0,0,0,0,,
800603,Butte Court Mobile Home Park,System,C,67,23,27,0,,0,0,0,16.194,0,0,0,0,0,,
800605,West Park Properties,System,C,112,42,28,0,,0,,,19.589,0,0,0,0,0,,
800700,Las Palmas Mobile Home Park,System,C,120,84,49,0,,0,,0,10.65,0,,,,,,
800800,Pine Grove Trailer Park,System,C,100,51,24,,,,,,26,0,0,0,0,0,,
800825,Jed Smith Homeowners Assn.,System,C,58,24,27,0,,0,,0,8.05,0,0,0,0,0,,
800861,Reservation Ranch,System,C,50,20,6,0,,0,,,26.332,,0,0,0,0,,
810001,City Of Crescent City,System,C,14000,3416,14352,0,,0,,0,1.514,0,0,0,0,0,,
810002,Smith River C.S.D.,System,C,2568,508,1464,0,,0,,0,2.733,0,0,0,0,0,,
810003,Bertsch Ocean View Csd,System,C,1600,629,3922,0,,0,,0,1.514,0,0,0,0,0,,
900102,Gold Beach Park,System,C,100,50,18,11.994,,0,,7,1.414,0,0,0,0,0,,
900112,Candlelight Village Mutual Water Co.,System,C,35,20,5,0,,0,,1.667,11.45,0,0,0,0,0,,3.2
900217,Bear State Water Works,System,C,100,33,7,,,,,,1.414,0,0,0,0,0,,
900300,Kyburz Mutual Water System,System,C,250,120,52,0,,0,,0,1.414,0,0,0,0,0,,
900308,Quintette Service Corp Water,System,C,100,41,8,0,,0,,0,1.414,,,,,,,
900404,"Oaklane Mobile Village, Llc.",System,C,75,35,26,0,,0,,,6.604,0,0,0,0,0,,
900422,Crystal Caves Mhp,System,C,100,40,25,0,,0,,0,3.5,0,0,0,0,0,,6.247
900655,Rockwater Apts.,System,C,50,24,10,,,,,,2.55,,,,,,,
901217,Bear State Water Works,System,C,100,33,30,0,,0,,0,1.414,0,,,,,,0.707
910001,El Dorado Id - Main,System,C,112000,38765,112136,0,,0,0,1.849,1.414,0,0,0,0,4.35,,0.707
910002,South Tahoe Pud - Main,System,C,29500,13926,25666,2.546,0.133,0,0,0,1.414,0,0.023,0,0,0,,2.83
910003,"Placerville, City Of - Main",System,C,4807,2560,7012,0,,0,0,1.849,1.414,0,0,0,0,4.35,,0.707
910006,Grizzly Flats Community Servic,System,C,1300,575,773,0,,0,0,0,1.414,0,0,0,0,11.11,,
910007,Lukins Brothers Water Company,System,C,250,952,1910,3.5,,0,,0,3.371,,1.86,0,0,0,,8.206
910010,"Placerville, City Of - Sierra Golf & Cc",System,C,320,137,273,0,,0,0,1.849,1.414,0,0,0,0,4.35,,0.707
910012,Tahoe City Pud - Rubicon,System,C,939,620,23,0,,0,,,1.414,0,0,0,0,0,,
910013,Georgetown Divide Pud,System,C,9261,3568,11170,0,,0,,0,1.414,0,0,0,0,37.082,,
910015,Tahoe Keys Water Company,System,C,1200,1563,1228,4.101,0.133,0,0,0,1.437,0,1.631,0,0,0,,7.714
910017,El Dorado Id - Strawberry,System,C,358,145,28,0,,0,0,0,1.414,0,0,0,0,0,,0.707
910018,El Dorado Id - Outingdale,System,C,497,191,119,0,,0,0,0,1.414,0,0,0,0,0,,0.707
910019,Lakeside Park Association,System,C,1000,128,382,0,,0,,,1.414,,0,0,,0,,10.153
1000001,Alder Springs,System,C,73,22,3,0.575,,0,,,1.971,,,,,,,
1000004,Belmont Water Corporation,System,C,112,40,47,0,1.4,0,0.032,0,34.087,0,0,0,0.075,0,,1.213
1000005,Big Creek Community Serv Dist,System,C,124,56,18,0,,0,,1.175,1.414,0,0,0,,44.53,,
1000016,Dorabelle Mutual Water Company,System,C,70,18,2,0,,,,,2.127,,,,,,,
1000018,Easton Estates Water Company,System,C,302,106,215,0,,0,0.03,0,12.431,0,0,0,0,0,0,1.605
1000019,Fcsa #30/El Porvenir,System,C,130,50,64,2.8,,0,,0,1.686,0,0,0,,93.7,,
1000021,Fcsa #05/Wildwood Island,System,C,485,149,226,0.139,,0,0,0,5.457,0,0,0,0,0.5,0,2.628
1000023,Fcsa #14/Belmont Manor,System,C,135,41,79,1.526,,0,0.008,0,9.619,0,0,0,0.14,,0,0.707
1000039,Fcsa #10/Cumorah Knolls,System,C,155,47,71,1.417,,0,0,0,24.208,0,0,0,0,,0,0.707
1000040,Fcwwd #37/Mile High,System,C,115,46,26,1.42,,0,0,0.833,1.519,0,0,0,0,0,,1.7
1000041,Fcwwd #38/Sky Harbour,System,C,150,60,7,5.2,,0,,0,7.767,0,0,0,,,0,7.355
1000042,Fcwwd #40/Shaver Springs,System,C,69,69,23,12.729,,0,,0,1.414,0,0,0,,0,2.921,18.537
1000053,Lanare Community Services Dist,System,C,660,152,285,14.782,0,0,0,1.283,1.434,0,0,0,0,24.312,,0.707
1000054,Las Deltas Mutual Water System,System,C,375,88,69,8.669,,0,0,0,1.414,0,0,0,0,0,,1.326
1000056,Meadow Lakes Club,System,C,145,120,84,0,,0,,0,1.669,0,0,0,0,0,0,11.579
1000057,Del Oro Water Co - Metropolitan District,System,C,96,29,64,2.55,,0,0,0,34.374,0,0,0,0,0,,16
1000058,Musick Creek Tract Association,System,C,57,47,8,0,,0,,14.5,1.414,,0,0,,0,1.075,
1000059,Musick Heights Mutual,System,C,75,27,3,,,,,,1.652,,,,,,,
1000060,Musick Meadows #1,System,C,62,62,5,0,,0,0,0,4.281,0,0,0,0,0,0,0.707
1000061,Musick Meadows #2,System,C,100,74,3,0,,0,0,14.5,1.451,0,0,0,0,0,0,0.707
1000063,New Auberry Water Association,System,C,200,40,68,0.417,,0,,0,15.365,0,0,0,0,1.8,,7.813
1000069,Shaver Lake Heights Prop Assn,System,C,345,200,31,0,0,0,0,0,1.63,0,0,0,,,,0.707
1000071,Lakeview Improvement Assoication #1,System,C,160,65,4,,,,,,1.531,,,,,,,
1000072,Shaver Lake Point #2,System,C,202,93,4,34.227,,,,,1.987,0,0,0,0,0,,
1000075,Tract 1199 Water System,System,C,25,10,6,0,,0,0,0,10.58,0,0,0,,0,,
1000078,Fcwwd #42/Alluvial & Fancher,System,C,343,104,338,1.098,,0,0,0,30.566,0.375,0,0,0,,0,3.778
1000186,Helm School,System,C,150,9,1,3.242,,0,0.019,11.517,1.607,0,0,0,0,0,,0.707
1000199,Alice Manor,System,C,46,1,0,1.033,1.3,0,0.029,0,27.657,0,0,0,0.02,1.02,,16.521
1000200,Rubys Valley Care Home,System,C,75,1,1,4.2,0.824,0,0.125,0,2.249,0,0,0,0,0,,0.707
1000213,Harris Farms/Horse Barn,System,C,100,18,1,1.543,,0,,0,3.295,0,0,0,0,89.863,,0.954
1000229,Green Acres Mobile Home Estate,System,C,300,112,260,2.65,,0,0,0,17.625,0,0,0,0,0,,1.087
1000238,Camden Trailer Park,System,C,75,25,28,31.375,,0,0,0,2.043,0,0,0,0,0,,
1000244,Shady Lakes Mobile Home Park,System,C,160,60,19,0,0,0,0.006,0,17.559,0,0,0,0,1,0,9.833
1000247,Sherwood Forest Mhp,System,C,137,49,15,2.233,,0,0,0,7.212,0,0,0,0,0,0,10.377
1000248,Double L Mobile Ranch Park,System,C,80,37,5,2.333,,0,0.003,0,15.9,0,0,0,0,0,,20.718
1000257,Mt Ararat Mobile Home Park,System,C,46,36,34,0,,0,,0,9.285,0,0,0,0,0,,4.92
1000259,New Horizons Mobile/Rv Park,System,C,70,66,20,5.25,,0,0,0,2.026,0,0,0,,9.8,,
1000260,Sandy Creek Village Mhp,System,C,95,46,27,0,,0,,0,24.88,0,0,0,0,0,,0.707
1000265,Mary Lou Mobile Home Park,System,C,49,34,4,0,,0,,0,21.19,0,0,0,0,0,0.485,13.161
1000267,Kings Canyon Mobile Home Park,System,C,65,25,36,0,,0,,0,26.573,0,0,0,0,0,,7.449
1000277,Elm Court,System,C,64,12,4,8.7,,0,0,,1.732,0,0,0,,,,0.707
1000295,Kings Park Apartments,System,C,120,40,6,0,,0,0,0,27.589,0,0,0,0,0.56,,
1000298,Woodward Bluffs Mhp,System,C,300,172,19,2.233,,0,0,0,1.757,0,0,0,0,0.96,,
1000299,Three Palms Mobilehome Park,System,C,300,105,57,0.767,,0,0,0,23.695,0,0,0,,0.4,,5.4
1000324,Manning Gardens Care Center Inc,System,C,144,1,34,0.7,2.6,0.667,0.015,0,24.742,0,0,0,0,0,0,12.41
1000345,Panoche Water District,System,C,146,46,343,0.333,,0,,0,3.661,0,0,0,0,0,,
1000359,Fcsa #32/Cantua Creek,System,C,250,90,171,0.825,2.3,0,,0,25.71,0,0,0,0,97.033,,
1000366,Sunnyside Convalescent Hosp,System,C,198,3,12,1.8,,0,0.048,0,42.344,0,0,0,0,0,,5.07
1000369,Zonneveld Dairy - Cedar,System,C,70,19,811,34.297,,0,0,2.267,1.414,0,0,0,0.0115,0,,0.844
1000378,Sunset West Community Llc,System,C,350,159,207,2.85,2.3,0,0,0,21.145,0,0,0,0,0,,
1000405,Piedra Park Assoication,System,C,24,15,4,0,,0,,0,5.142,,0,0,0,0,,0.707
1000407,George Cox Water System,System,C,40,20,16,1.6,,0,0.069,0,18.968,0,0,0,0,0,,
1000410,Adkins Rentals,System,C,40,17,3,2.3,,0,0,0,10.333,0,0,0,0,0,,
1000426,Riverbend Mobile Home & Rv Park,System,C,400,46,27,0,0,0,0,0,3.094,0,0,0,0,0,,
1000430,Country View Alzheimer Center,System,C,125,1,11,1.7,,0,0,0,16.352,0,0,0,0,0,,0.707
1000445,Linda Vista Farms,System,C,61,24,27,2.91,,0,0,0,1.414,0,0,0,0,12,0,17.7
1000471,Fcsa #39 A&B,System,C,465,140,498,0.7,0,0,0.031,0,25.384,0,0.067,0.152,0.0073,0.322,,3.12
1000472,Pg&E Helms Support Facility,System,C,40,18,0,0,,0,,,1.772,0,0,0,,,0,15.128
1000484,Fcsa #34/ Millerton New Town,System,C,627,258,62,1.928,0,0,,14.25,6.558,0,0,0,0,39.89,,1.596
1000546,Fcsa #49/ Five Points,System,C,122,48,19,0,,0,0,0,3.405,0,0,0,0,115.096,,
1000550,Fcsa #44D/Monte Verdi,System,C,403,123,236,4.325,0,0,0,0,13.298,0,0,0,0,,0,1.224
1000551,Fcsa #43/Raisin City,System,C,225,67,261,7.2,,0,0,0,10.175,0,0,0,0,,0,1.94
1000554,Fcsa #10A/Mansionette Estates,System,C,117,29,20,0.383,,0,0,0,19.006,0,0,0,0,0,0,1.345
